store_id,transaction_id,transaction_timestamp,article_id,category,name,size
100,100193990,2023-02-11 08:50:01,12376,shirt,Flower,L
100,100193991,2023-02-11 10:26:13,23771,shirt,Happy,XS
100,100193992,2023-02-11 12:33:17,21349,shirt,Gangnam,S
100,100193993,2023-02-11 16:59:54,88484,skirt,SternX,S
100,100193580,2023-01-01 10:07:01,99911,coat,Coatzy,XS
100,100193581,2023-01-01 11:07:24,12343,skirt,ComfortZ,S
100,100193582,2023-01-01 13:11:55,12343,skirt,ComfortZ,XXL
100,100193583,2023-01-01 13:45:53,12376,shirt,Flower,L
100,100193584,2023-01-01 14:48:38,23771,shirt,Happy,M
100,100193585,2023-01-01 18:25:40,12376,shirt,Flower,XS
100,100193590,2023-01-02 08:51:40,23771,shirt,Happy,XS
100,100193591,2023-01-02 10:38:20,12343,skirt,ComfortZ,L
100,100193592,2023-01-02 11:31:19,99911,coat,Coatzy,L
100,100193593,2023-01-02 13:16:33,12343,skirt,ComfortZ,XL
100,100193594,2023-01-02 15:02:52,23771,shirt,Happy,M
100,100193595,2023-01-02 18:54:07,12376,shirt,Flower,L
100,100193600,2023-01-03 08:32:20,12343,skirt,ComfortZ,M
100,100193601,2023-01-03 09:36:18,73666,coat,MatrYX,XXL
100,100193602,2023-01-03 09:46:53,21349,shirt,Gangnam,M
100,100193603,2023-01-03 10:37:50,73666,coat,MatrYX,S
100,100193604,2023-01-03 10:56:24,99911,coat,Coatzys,L
100,100193605,2023-01-03 18:36:31,23771,shirt,Happy,L
100,100193610,2023-01-04 09:18:58,12376,shirt,Flower,M
100,100193611,2023-01-04 11:31:21,23771,shirt,Happy,XS
100,100193612,2023-01-04 14:52:53,23771,shirt,Happyz,XS
100,100193613,2023-01-04 15:22:51,23771,shirt,Happy,L
100,100193614,2023-01-04 17:38:36,12376,shirt,Flower,XS
100,100193615,2023-01-04 17:44:14,23771,shirt,Happy,S
100,100193620,2023-01-05 09:41:25,23771,shirt,Happy,M
100,100193621,2023-01-05 13:16:31,21349,shirt,Gangnam,XL
100,100193622,2023-01-05 13:19:37,23771,shirt,Happy,XL
100,100193623,2023-01-05 14:33:06,73666,coat,MatrYX,XS
100,100193624,2023-01-05 16:25:40,12343,skirt,ComfortZ,XS
100,100193625,2023-01-05 18:34:34,12376,shirt,Flower,L
100,100193630,2023-01-06 08:13:28,99911,coat,Coatzy,XL
100,100193631,2023-01-06 09:14:25,88484,skirt,SternX,XL
100,100193632,2023-01-06 14:19:40,14443,skirt,Nicey,L
100,100193633,2023-01-06 15:25:25,14443,skirt,Nicey,XS
100,100193634,2023-01-06 16:36:07,21349,shirt,Gangnam,M
100,100193635,2023-01-06 17:53:32,23771,shirt,Happy,L
100,100193640,2023-01-07 10:56:50,89944,trousers,SlimBeam,L
100,100193641,2023-01-07 15:36:29,99911,coat,Coatzy,XL
100,100193642,2023-01-07 16:41:52,12376,shirt,Flower,S
100,100193643,2023-01-07 17:22:47,12343,skirt,ComfortZ,L
100,100193644,2023-01-07 19:04:09,14443,skirt,Nicey,XL
100,100193645,2023-01-07 19:06:42,73666,coat,MatrYX,M
100,100193650,2023-01-08 09:22:21,23771,shirt,Happy,S
100,100193651,2023-01-08 14:39:18,23771,shirt,Happy,L
100,100193652,2023-01-08 15:24:40,21349,shirt,Gangnam,L
100,100193653,2023-01-08 15:42:30,23771,shirt,Happy,XL
100,100193654,2023-01-08 16:12:52,73666,coat,MatrYX,M
100,100193655,2023-01-08 16:46:49,23771,shirt,Happy,M
100,100193660,2023-01-09 08:16:34,23771,shirt,Happy,L
100,100193661,2023-01-09 08:33:56,88484,skirt,SternX,L
100,100193662,2023-01-09 09:58:38,12376,shirt,Flower,XL
100,100193663,2023-01-09 15:14:27,12376,shirt,Flower,S
100,100193664,2023-01-09 15:25:30,23771,shirt,Happy,S
100,100193665,2023-01-09 15:58:21,23771,shirt,Happy,M
100,100193670,2023-01-10 08:28:33,89944,trousers,SlimBeam,M
100,100193671,2023-01-10 09:02:43,23771,shirt,Happy,S
100,100193672,2023-01-10 12:19:21,12376,shirt,Flower,S
100,100193673,2023-01-10 14:33:18,12376,shirt,Flower,XL
